question,answer
"What are the potential causes of vitamin K deficiency in children and adults, and how does this deficiency impact the levels of vitamin K-dependent factors in the body?","{'question': 'What are the potential causes of vitamin K deficiency in children and adults, and how does this deficiency impact the levels of vitamin K-dependent factors in the body?', 'answer': 'These are the potential causes of vitamin K deficiency in children and adults, and how does this deficiency impact the levels of vitamin K-dependent factors in the body.'}"
What are the different types of porokeratosis and their respective clinical presentations?,"{'question': 'What are the different types of porokeratosis and their respective clinical presentations?', 'answer': 'These are the different types of porokeratosis and their respective clinical presentations.'}"
"What are the phenotypic characteristics that facilitate invasion and metastasis in cancer cells, and how do genetic instability and drug resistance contribute to the heterogeneity of tumors?","{'question': 'What are the phenotypic characteristics that facilitate invasion and metastasis in cancer cells, and how do genetic instability and drug resistance contribute to the heterogeneity of tumors?', 'answer': 'These are the phenotypic characteristics that facilitate invasion and metastasis in cancer cells, and how do genetic instability and drug resistance contribute to the heterogeneity of tumors.'}"
"What are the risk factors and causes of malabsorption of cobalamin in patients, and what are the treatment options available for this condition?","{'question': 'What are the risk factors and causes of malabsorption of cobalamin in patients, and what are the treatment options available for this condition?', 'answer': 'These are the risk factors and causes of malabsorption of cobalamin in patients, and what are the treatment options available for this condition.'}"
What are some factors that indicate poor prognosis in individuals with hepatocellular carcinoma (HCC) and why is systemic chemotherapy not recommended for most individuals with HCC?,"{'question': 'What are some factors that indicate poor prognosis in individuals with hepatocellular carcinoma (HCC) and why is systemic chemotherapy not recommended for most individuals with HCC?', 'answer': 'These are some factors that indicate poor prognosis in individuals with hepatocellular carcinoma (HCC) and why is systemic chemotherapy not recommended for most individuals with HCC.'}"
"What techniques are valuable for assessing small scotomas, such as those caused by retinal disease, and for monitoring a patient's progress with time and therapy in terms of visual field abnormalities?","{'question': 'What techniques are valuable for assessing small scotomas, such as those caused by retinal disease, and for monitoring a patient's progress with time and therapy in terms of visual field abnormalities?', 'answer': 'These techniques are valuable for assessing small scotomas, such as those caused by retinal disease, and for monitoring a patient's progress with time and therapy in terms of visual field abnormalities.'}"
What are the clinical manifestations and diagnostic parameters used in the evaluation of acute myocardial infarction (MI)?,"An MI is diagnosed when 2 of the following criteria are met: Symptoms of ischemia. New ST-segment changes or a left bundle branch block (LBBB) Presence of pathological Q waves on electrocardiogram (ECG)
3 Sept 2023"
What is a common characteristic of enzyme names that can provide information about the type of reaction they catalyze?,"Many enzymes have common names that provide little information about the reactions that they catalyze. For example, a proteolytic enzyme secreted by the pancreas is called trypsin. Most other enzymes are named for their substrates and for the reactions that they catalyze, with the suffix “ase” added.
4 Sept 2022"
What is the meaning of a mass number shown in parentheses in the periodic table of elements?,"{'question': 'What is the meaning of a mass number shown in parentheses in the periodic table of elements?', 'answer': 'What is the meaning of a mass number shown in parentheses in the periodic table of elements?', 'answer': 'What is the meaning of a mass number shown in parentheses in the periodic table of elements.'}"
"What are the treatment options for acute renal failure, including the importance of addressing the underlying cause and the potential interventions to prevent or minimize the severity of acute tubular necrosis (ATN)?","{'question': 'What are the treatment options for acute renal failure, including the importance of addressing the underlying cause and the potential interventions to prevent or minimize the severity of acute tubular necrosis (ATN)?', 'answer': 'These are the treatment options for acute renal failure, including the importance of addressing the underlying cause and the potential interventions to prevent or minimize the severity of acute tubular necrosis (ATN)?.'}"
"What are the recommended daily allowances and functions of water-soluble vitamins B9, B12, and C, and what problems are associated with deficiencies of these vitamins?","{'question': 'What are the recommended daily allowances and functions of water-soluble vitamins B9, B12, and C, and what problems are associated with deficiencies of these vitamins?', 'answer': 'These are the recommended daily allowances and functions of water-soluble vitamins B9, B12, and C, and what problems are associated with deficiencies of these vitamins.'}"
"What are the most common pituitary tumors associated with MEN1, and how are they diagnosed?","{'question': 'What are the most common pituitary tumors associated with MEN1, and how are they diagnosed?', 'answer': 'These are the most common pituitary tumors associated with MEN1, and how are they diagnosed?', 'answer': 'These are the most common pituitary tumors associated with MEN1, and how are they diagnosed.'}"
"What are the immediate investigations that should be conducted for a patient presenting with severe tearing central chest pain that radiates to the back, suggestive of aortic dissection?","{'question': 'What are the immediate investigations that should be conducted for a patient presenting with severe tearing central chest pain that radiates to the back, suggestive of aortic dissection?', 'answer': 'These are the immediate investigations that should be conducted for a patient presenting with severe tearing central chest pain that radiates to the back, suggestive of aortic dissection.'}"
